"","gene","rank.x","rank.y","rank.x.1","rank.y.1","rank.x.2","rank.y.2","rank.x.3","rank.y.3","rank.x.4","rank.y.4","rank_avg"
"17550","UBA1",2335,9204,1504,4185,12979,8700,2515,11998,6574,8276,6827
"17551","UBA2",11964,15640,1346,8584,6393,8776,4791,8788,5266,2033,7358.1
"17552","UBA3",6985,8879,2418,4847,4387,15641,10745,10855,1921,5214,7189.2
"17553","UBA5",11787,3786,5588,7480,12661,1319,14066,14756,9884,9838,9116.5
"17554","UBA52",10991,10623,8109,13486,8155,10558,10443,11048,7136,7199,9774.8
"17555","UBA6",2223,8718,4099,9390,6516,4892,187,14591,2893,3755,5726.4
"17556","UBA7",13662,14812,2936,7950,8140,11144,14288,9991,10185,11358,10446.6
"17557","UBAC1",11805,16139,9619,16114,11029,10525,11473,14828,8614,5965,11611.1
"17558","UBAC2",10034,11269,5622,6837,3977,319,9346,13569,3804,8783,7356
"17559","UBALD1",15976,3061,5778,6495,6369,9869,10428,5270,6167,3775,7318.8
"17560","UBALD2",7068,12068,6186,8996,4661,10963,9170,11609,1987,8672,8138
"17561","UBAP1",8730,10937,10690,11223,6215,17759,1552,13801,5290,8425,9462.2
"17562","UBAP1L",5459,2321,8637,4546,4874,6924,6211,3273,1193,6713,5015.1
"17563","UBAP2",8083,9771,886,11140,5471,9286,5625,13246,2477,7898,7388.3
"17564","UBAP2L",12552,7279,3858,8538,7862,6728,3720,8591,1255,9844,7022.7
"17565","UBASH3A",3481,9,67,7948,5099,1699,2299,8055,4601,4220,3747.8
"17566","UBASH3B",11672,3190,9836,138,3,3771,3,3364,1439,7009,4042.5
"17567","UBB",6149,4705,3237,5104,3686,7648,8053,5096,2940,4229,5084.7
"17568","UBC",2697,13475,1557,3592,3318,75,6290,8272,3777,7331,5038.4
"17569","UBD",16421,16897,NA,17964,15199,12552,16057,18393,5901,12929,14701.4444444444
"17570","UBE2A",11915,5485,56,105,11099,7666,11511,6398,8488,1571,6429.4
"17571","UBE2B",13046,7485,10640,11979,11733,15642,6653,12712,2158,3340,9538.8
"17572","UBE2C",12912,16077,1166,13114,11073,16147,15438,18221,9218,9000,12236.6
"17573","UBE2D1",13832,9932,10501,16098,10967,15643,13654,13065,10757,5534,11998.3
"17574","UBE2D2",230,5094,530,3158,6652,128,1242,8112,119,2629,2789.4
"17575","UBE2D3",177,5796,4772,103,2670,5648,141,5009,951,1117,2638.4
"17576","UBE2D4",10780,8420,9232,13344,10900,10796,7420,14925,10013,10736,10656.6
"17577","UBE2E1",12632,11180,6872,15377,10498,15476,9863,12034,9045,12914,11589.1
"17578","UBE2E2",15759,16071,11987,17438,15358,15845,15650,17575,11764,13561,15100.8
"17579","UBE2E3",9710,11361,3922,15529,14319,9348,7519,11307,7553,5758,9632.6
"17580","UBE2F",15793,15566,4279,13323,11893,14927,15029,13667,11020,9066,12456.3
"17581","UBE2F.SCLY",1252,2070,NA,1731,13156,NA,NA,13123,NA,NA,6266.4
"17582","UBE2G1",13587,4808,4599,12172,11100,5159,12927,14332,9137,10634,9845.5
"17583","UBE2G2",7071,8806,4187,6304,13322,8486,9556,13407,6999,2389,8052.7
"17584","UBE2H",9013,10179,2534,7027,7226,8159,8310,12401,2303,6135,7328.7
"17585","UBE2I",4539,4009,2241,3138,5311,3668,3713,4599,2902,5069,3918.9
"17586","UBE2J1",15599,13436,6603,16954,15200,7864,15711,17692,12017,12966,13404.2
"17587","UBE2J2",4384,12239,4898,4986,3769,4446,3726,9919,1081,2335,5178.3
"17588","UBE2K",176,9189,2419,4411,2065,3111,257,6005,4157,2162,3395.2
"17589","UBE2L3",9899,41,2386,8183,8663,10067,2314,4476,1096,459,4758.4
"17590","UBE2L5P",NA,NA,1884,NA,4019,NA,5229,3833,NA,NA,3741.25
"17591","UBE2L6",9273,2992,700,6045,9169,9166,5754,5924,4686,281,5399
"17592","UBE2M",7684,6941,573,4463,8991,12525,10963,15102,3350,6395,7698.7
"17593","UBE2N",3783,3377,3691,3386,13702,17056,4814,7575,5674,3821,6687.9
"17594","UBE2O",5378,7240,3190,13315,10284,17833,9543,9823,8865,12039,9751
"17595","UBE2Q1",9154,3605,1076,8994,7533,1793,9003,10390,2276,4950,5877.4
"17596","UBE2Q2",6530,10966,8883,8752,7697,12135,9284,16752,7728,8088,9681.5
"17597","UBE2Q2L",1325,NA,NA,NA,NA,1194,4989,171,NA,NA,1919.75
"17598","UBE2QL1",4014,4219,801,13612,12880,13911,11696,5457,NA,NA,8323.75
"17599","UBE2R2",9885,9156,12107,9688,8627,17310,11469,13428,10437,5301,10740.8
"17600","UBE2S",6259,14562,9952,7275,10499,14335,14084,16903,9577,9852,11329.8
"17601","UBE2T",6579,15360,10379,11011,12311,7187,11577,15582,4992,9237,10421.5
"17602","UBE2U",1645,1037,NA,2785,631,5033,NA,7479,NA,NA,3101.66666666667
"17603","UBE2V1",3751,1801,2294,23,4855,2632,8719,2708,8782,3344,3890.9
"17604","UBE2V2",4075,13161,1281,5467,3012,12385,7786,9720,1360,4474,6272.1
"17605","UBE2W",9168,11683,10658,5753,7832,15819,4032,8021,9454,3307,8572.7
"17606","UBE2Z",5724,12962,4551,5670,9599,3955,8551,5756,1250,5377,6339.5
"17607","UBE3A",5496,9080,3766,13226,10805,5526,5814,6897,2400,2950,6596
"17608","UBE3B",3335,11634,10520,11982,4910,7823,10463,10619,4914,5385,8158.5
"17609","UBE3C",6710,8309,11356,11687,4674,820,4133,15196,3352,9174,7541.1
"17610","UBE3D",10699,9663,8419,14410,12135,7373,12289,9874,9085,5464,9941.1
"17611","UBE4A",15761,7415,3969,6354,5613,5765,6359,4447,1364,4660,6170.7
"17612","UBE4B",7319,3885,5546,9287,5614,16845,7125,13581,3144,7528,7987.4
"17613","UBFD1",7409,11776,4280,7574,6193,3567,6265,17075,4649,1038,6982.6
"17614","UBIAD1",10075,10884,5972,5347,9043,12219,9103,7516,4812,6051,8102.2
"17615","UBL3",7626,10422,9892,13920,5759,10435,4669,9228,5333,5371,8265.5
"17616","UBL4A",15674,13000,1750,12444,12091,11212,5491,13798,8367,8269,10209.6
"17617","UBL4B",951,350,NA,1465,NA,992,NA,54,NA,NA,762.4
"17618","UBL5",2576,6277,210,1234,4462,3305,2765,8711,1748,3167,3445.5
"17619","UBL7",10869,9560,970,4268,11034,8443,7057,12003,3592,1045,6884.1
"17620","UBLCP1",4531,7835,4018,6597,7404,9915,278,12093,5478,3680,6182.9
"17621","UBN1",3187,7860,12156,8477,2174,7134,4820,8438,2739,10759,6774.4
"17622","UBN2",13140,5392,10980,10601,8380,12791,12057,16116,8111,4588,10215.6
"17623","UBOX5",9385,4481,6176,12165,9473,14415,627,4675,865,7394,6965.6
"17624","UBP1",11331,12079,1041,11854,6467,580,3744,5225,7378,11804,7150.3
"17625","UBQLN1",4872,9344,3233,6018,5232,4893,6031,3015,1810,3430,4787.8
"17626","UBQLN2",7993,12534,3234,9099,3999,11826,3004,13459,10670,5270,8108.8
"17627","UBQLN3",NA,359,NA,3529,385,993,NA,6558,NA,NA,2364.8
"17628","UBQLN4",8129,14957,799,9196,7363,9176,10409,11889,3030,3854,7880.2
"17629","UBQLNL",2058,2109,NA,8731,4449,6436,2360,619,NA,NA,3823.14285714286
"17630","UBR1",7809,12961,3607,13581,5233,6356,8399,14234,5594,5426,8320
"17631","UBR2",3328,6992,2838,9496,13715,12881,6074,5726,5859,5059,7196.8
"17632","UBR3",10484,9460,9953,10676,7819,9376,13637,15902,6169,12469,10594.5
"17633","UBR4",10396,15173,6095,7586,6331,7374,1703,3095,8196,11973,7792.2
"17634","UBR5",12701,4800,1934,11690,2278,665,9331,9768,7500,7048,6771.5
"17635","UBR7",15945,7702,1231,3359,3770,8344,5627,17622,2061,734,6639.5
"17636","UBTD1",14296,13579,11634,15824,13755,13823,10778,9469,7112,6816,11708.6
"17637","UBTD2",10532,10575,8955,15515,14964,11789,6449,11896,7917,8844,10743.6
"17638","UBTF",4983,10979,1019,7430,6856,3956,5554,5581,5022,8266,5964.6
"17639","UBTFL1",NA,3526,NA,8370,NA,1195,2475,NA,NA,NA,3891.5
"17640","UBXN1",7998,7324,3780,5321,5234,10726,4086,11209,2930,3641,6224.9
"17641","UBXN10",11562,13642,11720,12227,7482,9908,3191,11588,624,2712,8465.6
"17642","UBXN11",13518,6175,7661,10195,9384,8745,13950,7908,10854,13367,10175.7
"17643","UBXN2A",4548,8667,7356,8977,12199,4894,6991,3020,7994,6587,7123.3
"17644","UBXN2B",12369,2436,12733,7790,12342,16200,12865,6449,9855,10290,10332.9
"17645","UBXN4",7046,4010,1550,4178,9937,214,11105,10854,7352,2400,5864.6
"17646","UBXN6",11088,7045,810,14940,7983,11736,8992,12117,5003,11981,9169.5
"17647","UBXN7",7052,3941,2313,11565,5312,3536,6279,8733,6977,3640,5934.8
"17648","UBXN8",8108,10196,3923,15005,12580,7488,4411,10913,10053,11187,9386.4
"17649","UCHL1",10848,14881,5516,15614,10547,12847,8350,5589,332,NA,9391.55555555555
"17650","UCHL3",5492,11301,5795,10919,10383,12365,11482,16848,8322,7596,10050.3
"17651","UCHL5",12667,5067,10413,4617,9926,10484,9936,6052,8705,3565,8143.2
"17652","UCK1",12006,14569,4431,11415,4911,12105,10707,14865,6319,2726,9405.4
"17653","UCK2",11116,9628,1347,9473,15431,8035,9393,5073,3666,8617,8177.9
"17654","UCKL1",4757,6571,4728,10085,13040,11933,11003,9595,4554,9773,8603.9
"17655","UCMA",NA,NA,NA,252,NA,507,NA,8244,NA,NA,3001
"17656","UCN",5897,16806,7151,9936,4644,9413,11419,6297,1348,NA,8101.22222222222
"17657","UCN2",2266,421,NA,11772,2517,722,NA,4355,NA,NA,3675.5
"17658","UCN3",NA,NA,NA,NA,NA,3743,NA,1994,NA,NA,2868.5
"17659","UCP1",NA,3673,NA,3193,NA,4591,NA,736,NA,NA,3048.25
"17660","UCP2",12880,12537,8765,10210,NA,12368,10243,10195,2819,9765,9975.77777777778
"17661","UCP3",6818,3426,5035,7413,NA,3047,11605,9882,2970,9618,6646
"17662","UEVLD",3718,6303,6820,11515,5293,11213,7283,15912,3127,1426,7261
"17663","UFC1",11627,6403,4903,10485,5834,3315,6778,6533,3229,8903,6801
"17664","UFD1L",3228,8187,131,6136,5313,NA,5835,10118,3098,4846,5210.22222222222
"17665","UFL1",6942,1197,5176,8700,14189,8586,12198,10643,7506,6980,8211.7
"17666","UFM1",10936,9340,2664,11788,13450,11955,14754,13190,11210,8041,10732.8
"17667","UFSP1",8035,4293,NA,9312,5472,1667,9839,12227,2271,8012,6792
"17668","UFSP2",4323,13549,6192,543,10862,10151,12538,12131,8945,3027,8226.1
"17669","UGCG",12657,14950,9179,16383,8942,15802,11866,10680,7288,10698,11844.5
"17670","UGDH",10507,12071,7473,12807,7405,13041,13114,13530,10584,10847,11137.9
"17671","UGGT1",11720,14198,9703,9881,12849,8574,11506,7597,5453,6801,9828.2
"17672","UGGT2",14317,14248,8621,15961,14072,12678,15734,14012,9367,12658,13166.8
"17673","UGP2",10769,8739,192,8545,4388,9823,4178,5514,3240,10129,6551.7
"17674","UGT1A1",1097,NA,NA,3895,4856,6463,2573,15217,NA,1206,5043.85714285714
"17675","UGT1A10",NA,NA,NA,599,2160,8254,NA,5646,NA,365,3404.8
"17676","UGT1A3",NA,NA,NA,1832,NA,NA,NA,7838,NA,NA,4835
"17677","UGT1A4",NA,NA,NA,3497,4941,NA,NA,15014,NA,NA,7817.33333333333
"17678","UGT1A5",NA,NA,NA,288,NA,723,NA,6636,NA,NA,2549
"17679","UGT1A6",379,1545,NA,3325,NA,3182,3080,4827,NA,NA,2723
"17680","UGT1A7",378,NA,NA,1969,NA,1075,NA,4826,NA,750,1799.6
"17681","UGT1A8",NA,NA,NA,1411,NA,419,682,6696,NA,NA,2302
"17682","UGT1A9",NA,944,NA,10348,NA,1668,1098,9521,NA,NA,4715.8
"17683","UGT2A2",NA,NA,NA,2334,NA,NA,NA,3698,NA,NA,3016
"17684","UGT2A3",NA,2183,NA,1890,NA,5504,1737,16534,NA,334,4697
"17685","UGT2B10",NA,801,NA,2443,NA,2633,3544,10529,NA,NA,3990
"17686","UGT2B11",1663,853,NA,170,1113,4357,1738,12106,NA,NA,3142.85714285714
"17687","UGT2B15",NA,3905,NA,9649,4450,6406,12051,16222,NA,NA,8780.5
"17688","UGT2B17",12710,8432,NA,12684,14073,2738,13190,557,662,NA,8130.75
"17689","UGT2B28",NA,442,NA,2907,1114,1669,NA,1319,NA,NA,1490.2
"17690","UGT2B4",1393,NA,NA,2444,NA,1576,14881,18068,NA,NA,7672.4
"17691","UGT2B7",2271,1080,NA,2877,13716,1775,5846,8808,NA,1344,4714.625
"17692","UGT3A1",1665,1585,NA,3111,546,3744,3750,5113,NA,NA,2787.71428571429
"17693","UGT3A2",4703,4665,NA,1084,4058,2490,2835,6145,NA,NA,3711.42857142857
"17694","UGT8",14358,10812,12157,16443,13574,14568,13803,17102,10535,10182,13353.4
"17695","UHMK1",7759,13055,6254,13469,9078,3436,7601,10986,6497,2890,8102.5
"17696","UHRF1",7418,15827,623,11997,4273,13996,12252,17909,2430,1480,8820.5
"17697","UHRF1BP1",11307,6936,10620,5255,12929,12160,10991,15770,5909,2976,9485.3
"17698","UHRF1BP1L",5966,84,10659,10803,9879,6230,11220,5839,5410,1610,6770
"17699","UHRF2",6137,10514,5318,13103,14630,12161,2662,5568,5645,7377,8311.5
"17700","UIMC1",4205,16282,4977,10461,10548,6940,9933,12732,2887,9743,8870.8
"17701","ULBP1",2881,6652,NA,12926,3299,12136,2125,14249,NA,1874,7017.75
"17702","ULBP2",11543,16720,8898,14140,5057,14946,12713,6617,9379,8985,10899.8
"17703","ULBP3",1118,14119,NA,9705,1679,1196,723,3766,NA,NA,4615.14285714286
"17704","ULK1",11207,4654,10661,10555,14621,12356,8929,14881,10315,5606,10378.5
"17705","ULK2",5905,6537,5686,13926,10694,11948,11615,8439,5899,7348,8799.7
"17706","ULK3",785,5221,9067,13313,10591,2135,4158,2782,6927,678,5565.7
"17707","ULK4",15129,14348,7357,9436,9216,10340,7655,5792,7614,9074,9596.1
"17708","UMAD1",8133,NA,10037,NA,NA,11150,11335,10945,3177,8198,8996.42857142857
"17709","UMOD",NA,NA,NA,350,NA,14318,NA,662,NA,NA,5110
"17710","UMODL1",5895,1568,NA,2257,1287,5505,2642,15239,NA,554,4368.375
"17711","UMPS",12487,10148,8396,6087,9927,12738,6791,10977,1015,5024,8359
"17712","UNC119",15151,14042,12452,15877,14305,13835,13329,14682,7765,11579,13301.7
"17713","UNC119B",12796,6653,3132,14887,4456,13784,6826,3539,5007,7754,7883.4
"17714","UNC13A",12535,3015,NA,4247,1820,6299,1537,4273,NA,9813,5442.375
"17715","UNC13B",11802,10237,5779,13991,9862,16114,5689,5882,357,9973,8968.6
"17716","UNC13C",1162,729,NA,2684,3192,9674,4388,947,NA,1036,2976.5
"17717","UNC13D",4852,13001,3970,9830,7124,5433,110,8048,7640,5946,6595.4
"17718","UNC45A",7645,4974,2608,13205,3594,17307,285,14976,3523,2198,7031.5
"17719","UNC45B",4186,2380,6821,7008,8468,10324,3444,8473,1463,2838,5540.5
"17720","UNC50",10011,15723,4087,14883,14125,7961,11380,8659,7930,8501,10326
"17721","UNC5A",2377,799,272,9302,632,3048,NA,7332,NA,NA,3394.57142857143
"17722","UNC5B",15432,13738,12603,16640,13905,17611,9992,7345,3646,7177,11808.9
"17723","UNC5C",1108,6515,NA,4315,2547,9287,2118,10530,NA,2609,4878.625
"17724","UNC5CL",4155,10675,5348,13917,5627,12495,2267,4973,548,3904,6390.9
"17725","UNC5D",NA,281,NA,4307,11181,6545,NA,1539,NA,431,4047.33333333333
"17726","UNC79",3283,2348,NA,2392,6917,3852,4250,3542,NA,546,3391.25
"17727","UNC80",964,NA,NA,1956,3657,10293,1435,12102,NA,1804,4601.57142857143
"17728","UNC93A",NA,1470,NA,5951,NA,4282,724,3454,NA,476,2726.16666666667
"17729","UNC93B1",14563,13724,12341,15353,14962,16895,14863,16467,10816,11852,14183.6
"17730","UNCX",NA,NA,NA,NA,NA,1310,NA,NA,NA,NA,1310
"17731","UNG",8002,12992,4658,4599,NA,3677,4887,14280,3401,12757,7694.77777777778
"17732","UNK",4327,6982,4729,13399,4481,3537,6848,17121,7996,5463,7488.3
"17733","UNKL",6210,12206,10846,8701,9515,3568,5432,6652,5962,4313,7340.5
"17734","UPB1",14395,14751,12266,10035,2056,13530,12724,7214,NA,12052,11002.5555555556
"17735","UPF1",2565,4959,2665,6390,8564,3873,10199,5991,7528,6570,5930.4
"17736","UPF2",6677,10241,4019,10463,12269,14372,10423,10379,6263,6636,9174.2
"17737","UPF3A",4879,14260,5233,13508,7483,5630,6523,4552,5143,8759,7597
"17738","UPF3B",4074,11148,11726,10415,8412,9377,10116,9491,6086,5743,8658.8
"17739","UPK1A",2926,4830,NA,485,2518,9013,4258,8757,NA,2589,4422
"17740","UPK1B",13091,2520,NA,7983,386,8701,3083,17533,NA,NA,7613.85714285714
"17741","UPK2",2515,662,NA,3411,5988,1577,6202,11013,NA,NA,4481.14285714286
"17742","UPK3A",14432,13022,2761,9359,13997,6788,14612,13256,10880,6726,10583.3
"17743","UPK3B",5424,2733,NA,9238,2740,4498,359,2669,NA,NA,3951.57142857143
"17744","UPK3BL",3457,8904,2762,12626,NA,NA,6926,4864,NA,NA,6589.83333333333
"17745","UPP1",14547,16175,5973,16906,12598,16753,15240,15703,11428,13191,13851.4
"17746","UPP2",367,1971,NA,2603,1288,730,1434,13469,NA,NA,3123.14285714286
"17747","UPRT",7057,11061,7980,4511,5578,12906,9329,9397,3244,9580,8064.3
"17748","UQCC1",11459,NA,11533,NA,NA,8666,7074,15333,618,8370,9007.57142857143
"17749","UQCC2",9738,NA,3004,NA,NA,13531,12632,8670,8215,5318,8729.71428571429
"17750","UQCC3",11235,NA,9570,NA,NA,7520,12242,7492,5705,2086,7978.57142857143
"17751","UQCR10",3874,14903,488,6753,NA,9098,4319,5774,3251,2492,5661.33333333333
"17752","UQCRB",9071,3334,2730,10503,NA,10104,4085,1826,1746,2913,5145.77777777778
"17753","UQCRC1",15386,4496,6308,11105,NA,12074,9866,7710,6219,1931,8343.88888888889
"17754","UQCRC2",6038,9493,3092,5094,NA,5631,3985,10838,80,6068,5591
"17755","UQCRFS1",6854,5073,1676,8053,NA,10282,6859,9290,1752,2502,5815.66666666667
"17756","UQCRH",13885,13345,1440,10310,NA,7649,12857,9765,9650,5546,9383
"17757","UQCRHL",11730,10191,2535,9219,NA,6407,5653,3282,8731,2165,6657
"17758","UQCRQ",11691,13056,1273,5585,NA,17207,13112,4308,10230,3981,8938.11111111111
"17759","URAD",NA,NA,NA,NA,387,15012,1925,1055,736,1445,3426.66666666667
"17760","URB1",6659,6411,10207,4535,7863,10341,7455,4996,3552,1785,6380.4
"17761","URB2",921,12416,10621,5695,10706,8849,9969,4959,4385,2791,7131.2
"17762","URGCP",11286,14886,6193,14160,14165,5262,8687,7782,7741,4671,9483.3
"17763","URGCP.MRPS24",NA,2085,NA,12307,NA,NA,NA,9802,NA,NA,8064.66666666667
"17764","URI1",5839,9215,1143,12572,9465,14262,6986,5172,4856,11062,8057.2
"17765","URM1",697,10564,2089,14326,10957,11849,248,8823,779,1737,6206.9
"17766","UROC1",973,NA,NA,780,NA,3648,NA,1110,NA,NA,1627.75
"17767","UROD",10695,6150,6309,13783,8306,14479,10701,15242,3437,3604,9270.6
"17768","UROS",2231,6031,4730,13119,8775,10325,4297,10751,5462,3859,6958
"17769","USB1",3948,10034,8813,2297,8307,13870,7316,6820,6603,5453,7346.1
"17770","USE1",11532,13624,8674,12820,10240,13614,11621,13602,7429,7310,11046.6
"17771","USF1",6694,15289,1419,13929,15044,5868,13393,16472,2387,8096,9859.1
"17772","USF2",9132,5109,5427,4725,11244,4404,8495,10487,1753,10961,7173.7
"17773","USH1C",8110,2640,NA,625,1428,5045,1161,2873,NA,951,2854.125
"17774","USH1G",644,NA,NA,970,388,1893,NA,NA,NA,NA,973.75
"17775","USH2A",NA,1090,NA,4679,2855,7714,1861,9788,NA,638,4089.28571428571
"17776","USHBP1",15174,16033,482,16977,3675,8036,3817,2516,NA,10358,8563.11111111111
"17777","USMG5",13673,7920,43,3825,NA,11604,9523,10650,5465,11198,8211.22222222222
"17778","USO1",10624,7825,3971,14132,13102,7323,13136,13392,8677,9338,10152
"17779","USP1",1757,12106,5080,6019,5180,4298,6170,11522,2217,2175,5652.4
"17780","USP10",4638,6563,12816,2935,5024,16912,8548,10270,7727,8400,8383.3
"17781","USP11",10025,8053,7841,15078,11353,9675,7840,2674,6347,9960,8884.6
"17782","USP12",12062,7151,7644,7429,13020,15095,14508,12071,10351,10910,11024.1
"17783","USP13",10232,6070,5428,11297,12230,14610,6227,7845,5970,1535,8144.4
"17784","USP14",7032,8441,5541,6425,3771,7619,4546,3926,5149,3038,5548.8
"17785","USP15",1766,9249,10016,128,3505,11156,5043,5746,5948,5269,5782.6
"17786","USP16",8597,6024,10641,10091,6099,7549,2905,5844,6261,9185,7319.6
"17787","USP17L10",NA,NA,NA,651,NA,NA,NA,NA,NA,NA,651
"17788","USP17L11",NA,NA,NA,10048,NA,NA,NA,NA,NA,NA,10048
"17789","USP17L12",NA,NA,NA,849,NA,NA,NA,NA,NA,NA,849
"17790","USP17L13",NA,NA,NA,1574,NA,724,NA,286,NA,NA,861.333333333333
"17791","USP17L15",NA,2235,NA,6720,NA,NA,NA,NA,NA,NA,4477.5
"17792","USP17L17",NA,NA,NA,4006,NA,NA,NA,NA,NA,NA,4006
"17793","USP17L18",NA,NA,NA,8264,NA,NA,NA,NA,NA,NA,8264
"17794","USP17L19",NA,NA,NA,1050,NA,NA,NA,NA,NA,NA,1050
"17795","USP17L2",NA,344,NA,1119,NA,508,NA,1244,NA,782,799.4
"17796","USP17L20",NA,NA,NA,10861,NA,NA,NA,NA,NA,NA,10861
"17797","USP17L21",NA,NA,NA,759,NA,NA,NA,NA,NA,NA,759
"17798","USP17L22",NA,NA,NA,5484,NA,NA,NA,NA,NA,NA,5484
"17799","USP17L23",NA,NA,NA,NA,NA,10964,NA,NA,NA,NA,10964
"17800","USP17L24",NA,NA,NA,1196,NA,NA,NA,NA,NA,NA,1196
"17801","USP17L25",NA,NA,NA,1332,NA,NA,NA,NA,NA,NA,1332
"17802","USP17L26",NA,NA,NA,1130,NA,NA,NA,NA,NA,NA,1130
"17803","USP17L27",NA,NA,NA,1323,NA,NA,NA,NA,NA,NA,1323
"17804","USP17L28",NA,NA,NA,1103,NA,NA,NA,NA,NA,NA,1103
"17805","USP17L29",NA,NA,NA,1081,NA,NA,NA,NA,NA,NA,1081
"17806","USP17L3",NA,NA,NA,746,NA,NA,NA,NA,NA,NA,746
"17807","USP17L30",NA,NA,NA,1285,NA,NA,NA,NA,NA,NA,1285
"17808","USP17L4",NA,NA,NA,1524,NA,NA,NA,NA,NA,NA,1524
"17809","USP17L5",NA,NA,NA,1005,NA,NA,NA,NA,NA,NA,1005
"17810","USP17L7",NA,121,NA,5019,389,299,NA,7639,NA,NA,2693.4
"17811","USP17L8",NA,NA,NA,1173,NA,NA,NA,NA,NA,NA,1173
"17812","USP18",3344,10088,1767,2712,12816,12848,164,6044,7554,1414,5875.1
"17813","USP19",7520,5856,2710,12655,11182,15651,5527,12981,4424,6036,8454.2
"17814","USP2",1690,8713,2994,3332,2042,4707,4050,4379,671,7857,4043.5
"17815","USP20",4951,3939,6232,12128,5897,4627,5663,6985,2734,529,5368.5
"17816","USP21",2348,11239,4363,10214,9840,15417,6505,13080,4220,10069,8729.5
"17817","USP22",8762,6850,8373,12032,4352,15869,12501,13197,6324,11735,9999.5
"17818","USP24",12184,10800,4731,11367,9315,8967,12789,13465,6547,12129,10229.4
"17819","USP25",5207,9430,1505,11031,10682,6751,11103,49,3888,10991,7063.7
"17820","USP26",NA,NA,NA,1847,1115,1670,NA,601,NA,NA,1308.25
"17821","USP27X",7740,3296,8899,3008,8469,12408,3093,3189,4639,NA,6082.33333333333
"17822","USP28",13216,14334,10575,16562,13403,15629,14219,16362,10919,11487,13670.6
"17823","USP29",NA,1635,NA,2515,978,13275,NA,1292,NA,9747,4907
"17824","USP3",13309,8989,9864,11913,12524,10181,8030,9367,9963,7773,10191.3
"17825","USP30",4367,6166,4286,5150,6423,12817,3181,9470,2687,9040,6358.7
"17826","USP31",14450,9064,2139,5249,5488,9378,5694,5546,3031,5939,6597.8
"17827","USP32",6848,10596,9979,8346,5938,16092,5825,9822,9212,10921,9357.9
"17828","USP33",7609,11699,4281,11370,14217,8850,4325,4806,2334,9814,7930.5
"17829","USP34",5942,5748,3461,11067,14344,3987,3737,7320,5114,5036,6575.6
"17830","USP35",7498,4586,6669,5992,10285,8136,2887,7206,782,4537,5857.8
"17831","USP36",12562,14837,620,16302,8979,17319,13543,14883,6904,13122,11907.1
"17832","USP37",12110,7481,3608,5698,4559,14829,8825,18125,1033,7138,8340.6
"17833","USP38",5264,10208,3609,8027,3501,7135,6447,15275,1181,10447,7109.4
"17834","USP39",10137,7975,8717,13894,3421,2491,7603,5090,751,3414,6349.3
"17835","USP4",2221,6159,9120,6413,7820,4895,5142,4893,2063,2814,5154
"17836","USP40",8979,12041,10622,14982,12910,14019,11395,8960,5203,12116,11122.7
"17837","USP41",NA,NA,NA,NA,845,1671,NA,17112,NA,NA,6542.66666666667
"17838","USP42",782,11547,1706,5910,7698,10995,4284,6618,4249,3032,5682.1
"17839","USP43",3154,8162,1652,2512,3865,4934,3585,5417,NA,353,3737.11111111111
"17840","USP44",8484,3973,7645,13757,9372,10436,9158,16070,7473,13408,9977.6
"17841","USP45",5703,7947,5517,11926,10618,9116,14409,8811,9623,10777,9444.7
"17842","USP46",8784,8333,10736,7283,9658,7284,13339,8384,7857,7623,8928.1
"17843","USP47",2835,13565,11782,7739,2877,1684,9942,6775,2074,2296,6156.9
"17844","USP48",3419,5494,4732,9360,10178,10890,12534,16431,8420,8987,9044.5
"17845","USP49",11619,4088,5081,8402,10163,11214,12832,7174,5975,10421,8696.9
"17846","USP5",8381,9842,4088,1858,8857,8037,6205,9407,259,9021,6595.5
"17847","USP50",1699,3001,NA,720,1429,1423,2145,16143,NA,NA,3794.28571428571
"17848","USP51",8563,5154,12305,9107,5898,1818,9984,8890,4065,NA,7309.33333333333
"17849","USP53",13572,13268,11759,11601,13741,15618,14935,16265,10753,13614,13512.6
"17850","USP54",6243,16222,3421,12990,6468,7375,10214,13165,1321,10019,8743.8
"17851","USP6",3287,4412,NA,4543,2161,6357,1030,2767,NA,1041,3199.75
"17852","USP6NL",14942,9121,12505,16347,14838,15366,15447,13037,11201,11161,13396.5
"17853","USP7",7647,9967,5942,9044,3780,17378,7060,10508,4093,4613,8003.2
"17854","USP8",4320,8766,6528,15153,13578,5632,10182,11447,3237,9576,8841.9
"17855","USP9X",12482,7104,4552,6664,5473,5533,11383,7861,3179,6217,7044.8
"17856","USP9Y",11560,8477,NA,8024,11460,2857,3949,8335,7692,2851,7245
"17857","USPL1",5647,11271,10809,13521,9316,12882,9298,17659,9009,11213,11062.5
"17858","UST",6005,8850,9755,9991,11969,14886,11589,12736,5722,7403,9890.6
"17859","UTF1",1015,NA,2700,450,10958,13702,12619,2685,7267,NA,6424.5
"17860","UTP14A",3710,12774,8397,10484,11183,16115,7782,15794,3414,5131,9478.4
"17861","UTP14C",6523,7083,10351,6773,10500,13340,6648,15543,5520,738,8301.9
"17862","UTP15",7661,8868,5130,14394,14086,10342,4321,3804,5801,5101,7950.8
"17863","UTP18",4984,12631,9756,5759,11561,10182,1253,12919,5088,10806,8493.9
"17864","UTP20",6254,12597,417,7106,9133,9950,6674,7209,4968,3554,6786.2
