"","gene","rank.x","rank.y","rank.x.1","rank.y.1","rank.x.2","rank.y.2","rank.x.3","rank.y.3","rank.x.4","rank.y.4","rank_avg"
"17865","UTP23",8729,10047,3940,7048,7747,4447,8536,7984,7219,9574,7527.1
"17866","UTP3",9990,13478,2976,11923,12525,8851,13715,8604,8862,9438,10036.2
"17867","UTP6",10503,8612,10694,14622,10619,8762,13306,13017,4731,7506,10237.2
"17868","UTRN",13381,12306,7851,12913,10988,13627,12290,9025,8433,11709,11252.3
"17869","UTS2",15679,15083,6476,3970,7534,6989,13608,7693,610,2334,7997.6
"17870","UTS2B",5566,NA,NA,NA,7299,7633,10722,15478,5906,10582,9026.57142857143
"17871","UTS2R",NA,751,NA,NA,846,2739,NA,1078,NA,NA,1353.5
"17872","UTY",13816,11428,NA,8070,7565,4547,8280,5027,9978,13046,9084.11111111111
"17873","UVRAG",14068,15733,9710,15196,12237,16957,15485,16347,11119,11653,13850.5
"17874","UVSSA",4559,9999,6477,12166,8541,8549,12661,12599,3129,3192,8187.2
"17875","UXS1",12108,15503,4247,17231,11562,5393,12355,12006,7637,8107,10614.9
"17876","UXT",8939,8418,8061,13213,13637,8575,12541,11361,7434,9840,10201.9
"17877","VAC14",16258,15601,5187,12971,14944,15132,15358,16902,10248,11997,13459.8
"17878","VAMP1",6200,12697,8012,4628,12490,4946,9156,4037,2550,3313,6802.9
"17879","VAMP2",7649,6326,7034,10552,7840,8038,8759,3925,8487,6807,7541.7
"17880","VAMP3",15950,14798,10446,16496,14111,16533,13787,13232,10200,8992,13454.5
"17881","VAMP4",786,8238,8367,10263,7699,7620,4672,7140,6730,4897,6641.2
"17882","VAMP5",15567,15270,1787,14809,9679,16221,14075,14208,11160,6173,11894.9
"17883","VAMP8",12180,8314,6465,14563,11815,15321,13731,12320,7460,8996,11116.5
"17884","VANGL1",11839,8125,729,5821,2391,14214,11771,8376,4909,3964,7213.9
"17885","VANGL2",6486,1919,6096,3114,12962,9583,5074,2658,NA,180,5341.33333333333
"17886","VAPA",6371,4262,7668,5008,9466,12808,3013,4281,7146,8045,6806.8
"17887","VAPB",10746,6618,4423,13014,8490,2858,9287,12047,6413,1917,7581.3
"17888","VARS",10637,12165,9811,11604,12751,14303,12729,12767,10137,9778,11668.2
"17889","VARS2",9905,6392,2711,8980,NA,6358,8914,10642,8607,2959,7274.22222222222
"17890","VASH1",14825,14204,12453,16402,14554,16327,14406,16100,10559,11408,14123.8
"17891","VASH2",3540,14579,3831,5287,2997,9311,1720,2168,NA,2275,5078.66666666667
"17892","VASN",8005,4760,4248,9246,2519,12290,6500,4928,NA,1323,5979.88888888889
"17893","VASP",9566,11725,12463,10340,11764,16718,8597,14712,7891,12441,11621.7
"17894","VAT1",15269,16231,13145,17516,14823,17329,13377,14235,11534,12252,14571.1
"17895","VAT1L",2915,6063,NA,2879,633,38,1196,2766,NA,NA,2355.71428571429
"17896","VAV1",5658,9523,2937,12875,4353,17370,6041,14417,3710,5839,8272.3
"17897","VAV2",11336,16289,12534,14029,8189,16219,13052,13930,9138,7123,12183.9
"17898","VAV3",13799,6687,6097,15439,13466,11790,13014,13275,2660,7281,10350.8
"17899","VAX1",NA,1089,NA,2655,1821,4153,NA,2066,NA,NA,2356.8
"17900","VAX2",3902,3148,NA,1134,2369,3403,2324,NA,NA,NA,2713.33333333333
"17901","VBP1",14344,3628,743,8857,6469,2025,1551,11170,143,6967,5589.7
"17902","VCAM1",16027,16557,3005,17677,14412,16434,15007,17136,11036,13607,14089.8
"17903","VCAN",16449,16200,13237,17813,15347,18000,16014,17895,12263,14005,15722.3
"17904","VCL",14056,15039,11751,16894,13497,17050,14184,15936,9942,11805,14015.4
"17905","VCP",2229,1799,1042,891,11140,3569,6047,9161,3588,3729,4319.5
"17906","VCPIP1",5959,6824,1441,12568,3013,9870,6347,13650,1859,7200,6873.1
"17907","VCPKMT",9424,NA,9685,NA,11502,11791,12584,12663,5758,6519,9990.75
"17908","VCX",1285,5963,NA,15686,390,NA,NA,1627,NA,NA,4990.2
"17909","VCX2",NA,1045,NA,1162,NA,209,NA,6795,NA,NA,2302.75
"17910","VCX3A",NA,10111,NA,2606,423,257,NA,592,NA,NA,2797.8
"17911","VCX3B",1286,16138,NA,5270,472,210,NA,2188,NA,NA,4260.66666666667
"17912","VCY",NA,NA,NA,174,NA,NA,NA,NA,NA,NA,174
"17913","VCY1B",NA,NA,NA,180,NA,NA,NA,NA,NA,NA,180
"17914","VDAC1",10934,7469,7035,8536,NA,7957,4656,7409,2717,3274,6665.22222222222
"17915","VDAC2",13692,7925,4553,4152,NA,13136,14453,13105,3948,3814,8753.11111111111
"17916","VDAC3",255,5251,402,4523,NA,16808,1412,3798,256,1697,3822.44444444444
"17917","VDR",5406,11693,12766,43,13843,12296,14777,17016,9382,6069,10329.1
"17918","VEGFA",15468,7386,13334,10582,14607,18086,15933,17551,12201,13873,13902.1
"17919","VEGFB",14035,8462,13029,15140,13469,14921,12962,15717,10326,10083,12814.4
"17920","VEGFC",14795,14676,1534,16012,391,16280,4606,737,NA,9948,8775.44444444445
"17921","VENTX",4800,9968,10841,10653,12939,9014,5093,9061,4535,6272,8317.6
"17922","VEPH1",2028,5163,NA,4240,1928,3163,491,2904,NA,12731,4081
"17923","VEZF1",9562,6181,6098,13698,7917,15084,9914,14983,6602,6163,9620.2
"17924","VEZT",9239,9356,464,3942,3502,6480,7848,10544,762,7137,5927.4
"17925","VGF",2776,NA,NA,3311,11461,12616,1748,1020,NA,NA,5488.66666666667
"17926","VGLL1",4597,2493,NA,9949,392,1672,NA,774,NA,NA,3312.83333333333
"17927","VGLL2",NA,394,NA,3216,NA,1076,NA,580,NA,NA,1316.5
"17928","VGLL3",3004,1634,2864,2738,1116,10871,1303,11849,NA,4971,4483.33333333333
"17929","VGLL4",12613,12449,2938,16117,6390,14438,8055,16089,5843,6535,10146.7
"17930","VHL",9931,7773,9865,10056,5899,6359,10110,11912,7379,6386,8567
"17931","VHLL",NA,3704,NA,14504,NA,1077,NA,60,NA,NA,4836.25
"17932","VIL1",2736,1784,NA,1537,4020,5160,8729,18113,663,1589,4925.66666666667
"17933","VILL",3677,15178,10380,120,10630,5394,7522,3862,5626,6369,6875.8
"17934","VIM",14454,15932,9058,17274,12845,16214,14649,13357,10658,10234,13467.5
"17935","VIP",6006,4167,NA,5497,NA,5395,516,327,NA,2427,3476.42857142857
"17936","VIPAS39",8756,95,3997,13288,6736,3538,13001,17128,5173,5094,7680.6
"17937","VIPR1",14925,14295,8859,15456,11354,17608,9976,8599,4566,11260,11689.8
"17938","VIPR2",9302,6751,9757,4335,7821,8444,10938,2439,2285,NA,6896.88888888889
"17939","VIT",9521,4476,565,4592,4451,2634,3200,8957,NA,NA,4799.5
"17940","VKORC1",14556,10177,3181,12958,13169,12763,13816,11452,10573,6541,10918.6
"17941","VKORC1L1",12525,4330,4815,10911,13547,3797,11164,10742,8547,3419,8379.7
"17942","VLDLR",7715,5841,10269,5650,5813,12386,6460,3254,664,2978,6103
"17943","VMA21",8521,4200,2477,6675,2175,13615,12634,9805,6945,5285,7233.2
"17944","VMAC",6645,13867,4733,6313,6355,10797,3460,14711,8049,3152,7808.2
"17945","VMO1",16447,16643,12141,17167,15505,17513,15697,18067,12123,13004,15430.7
"17946","VMP1",7364,10033,12267,5323,4260,15923,7938,9285,10923,9328,9264.4
"17947","VN1R1",6115,244,NA,11554,3739,3508,5616,5360,NA,NA,5162.28571428571
"17948","VN1R2",NA,2675,NA,5668,NA,3927,NA,NA,NA,NA,4090
"17949","VN1R4",NA,NA,NA,10440,NA,994,NA,850,NA,NA,4094.66666666667
"17950","VNN1",7924,9672,7646,10865,10959,16441,13567,16356,11825,4109,10936.4
"17951","VNN2",14342,15331,13374,17382,13034,17802,13985,15555,12117,13414,14633.6
"17952","VNN3",6307,12521,13067,7509,13717,16724,4127,14000,4558,10250,10278
"17953","VOPP1",10902,15344,5082,12562,11141,14445,13756,14700,10987,11188,12010.7
"17954","VPREB1",5894,2961,NA,9927,1929,14480,14679,9764,830,NA,7558
"17955","VPREB3",16570,16760,13360,18030,15524,17787,16028,18329,12230,13922,15854
"17956","VPS11",10095,8636,7152,3166,12312,14124,4533,8358,9037,1965,7937.8
"17957","VPS13A",10825,3729,2939,4507,6391,8702,10591,12544,4118,10207,7455.3
"17958","VPS13B",2969,12080,8792,10912,11894,11792,13807,9223,4625,7379,9347.3
"17959","VPS13C",4177,9357,1250,9861,5615,10256,7368,4734,5218,8828,6666.4
"17960","VPS13D",13020,8714,8810,9695,4354,4669,8670,11351,9129,7676,8608.8
"17961","VPS16",7723,5611,7779,4844,5900,6832,7073,11802,170,13201,7093.5
"17962","VPS18",12943,21,5882,11241,14688,15522,12843,17412,6639,2650,9984.1
"17963","VPS25",9599,9100,5502,6850,8019,10872,1252,12440,69,2279,6598.2
"17964","VPS26A",7062,6091,7169,6899,7406,12562,7111,3103,453,3812,6166.8
"17965","VPS26B",8279,8100,648,11528,8308,12023,202,8745,1013,2238,6108.4
"17966","VPS28",2691,4256,313,4647,7335,738,376,7866,5941,1500,3566.3
"17967","VPS29",12143,9001,6382,10517,11080,11062,10642,8360,7453,3874,9051.4
"17968","VPS33A",4633,6741,6557,10276,11895,10437,6208,5079,100,9036,7096.2
"17969","VPS33B",3883,12325,5083,8581,7037,7521,4302,14834,4107,7112,7478.5
"17970","VPS35",10633,11875,3380,11718,13413,17385,10250,11995,10830,7097,10857.6
"17971","VPS36",4537,15240,6714,15521,15303,6161,5264,6602,5873,10043,9125.8
"17972","VPS37A",15780,6223,5943,11414,9170,11501,4139,13001,5993,4835,8799.9
"17973","VPS37B",11450,9437,11762,11395,11719,16499,12997,12602,7289,10723,11587.3
"17974","VPS37C",12978,15341,10208,12329,12963,14830,11713,10890,7988,10997,12023.7
"17975","VPS37D",2883,1181,4858,2404,9575,9871,1465,2048,NA,NA,4285.625
"17976","VPS39",9199,4897,4649,9266,4256,9177,6095,7748,926,8820,6503.3
"17977","VPS41",10654,11139,3015,8607,11492,14215,3759,8307,3799,3652,7863.9
"17978","VPS45",4388,5083,9444,11261,6682,4768,6908,7395,10654,7661,7424.4
"17979","VPS4A",3555,11185,4282,9782,7282,9501,9821,7885,2016,4620,6992.9
"17980","VPS4B",4855,6836,3422,9815,11986,2655,638,16495,5898,3462,6606.2
"17981","VPS51",15307,8869,8058,14938,9171,10367,8318,9363,3947,8080,9641.8
"17982","VPS52",9766,14746,9216,11708,9047,13123,9102,9529,4023,8494,9875.4
"17983","VPS53",16094,7990,6099,10094,55,6122,10690,6952,7151,8002,7924.9
"17984","VPS54",8796,9002,2095,1401,4781,8445,5172,9309,1109,3051,5316.1
"17985","VPS72",9544,13530,3269,134,12136,12617,4403,11166,2985,1039,7082.3
"17986","VPS8",10383,10943,11046,14683,8237,13997,10987,7686,8745,12428,10913.5
"17987","VPS9D1",14041,4452,11489,8225,11841,14071,9539,14268,3923,12341,10419
"17988","VRK1",2946,14677,6822,5006,7223,10559,9831,7735,2467,10547,7781.3
"17989","VRK2",11719,12354,4486,5561,13467,14887,11928,10004,9170,4400,9797.6
"17990","VRK3",2002,5070,4249,9017,12065,5396,4900,5523,2532,5487,5624.1
"17991","VRTN",NA,3016,NA,1756,1117,2130,NA,452,NA,NA,1694.2
"17992","VSIG1",10060,4764,9336,16297,13035,12271,12797,18059,7735,3499,10785.3
"17993","VSIG10",11315,15394,10623,16327,8421,14288,10085,11268,5983,6563,11026.7
"17994","VSIG10L",3415,7153,6980,8862,8214,6546,5993,4473,3021,3494,5815.1
"17995","VSIG2",14016,12156,993,10226,4942,9312,1495,1641,NA,12302,7453.66666666667
"17996","VSIG4",16420,17022,13407,18033,15541,17982,15973,18298,11911,13566,15815.3
"17997","VSIG8",6159,3917,NA,6700,3772,1078,9104,2657,314,NA,4212.625
"17998","VSNL1",10085,1232,NA,1423,3193,7715,3319,4500,NA,3173,4330
"17999","VSTM1",14444,9233,11034,15641,3080,8916,10142,12907,10274,9467,10513.8
"18000","VSTM2A",NA,NA,NA,1457,NA,6199,NA,753,NA,NA,2803
"18001","VSTM2B",NA,NA,NA,6872,1118,1079,6410,5421,NA,NA,4180
"18002","VSTM2L",8121,522,NA,1015,11970,8137,4167,1480,NA,NA,5058.85714285714
"18003","VSTM4",6821,5816,10438,11143,430,7919,8427,14970,5855,5507,7732.6
"18004","VSTM5",1008,322,NA,772,1680,1894,548,421,NA,294,867.375
"18005","VSX1",1614,2875,NA,4572,1430,5397,1047,1734,NA,NA,2667
"18006","VSX2",NA,7734,NA,5023,NA,5983,NA,2691,NA,NA,5357.75
"18007","VTA1",1862,11362,3924,5675,3405,10458,5937,13456,3614,2907,6260
"18008","VTCN1",4997,4086,11940,3092,NA,2117,475,235,NA,NA,3848.85714285714
"18009","VTI1A",6864,9724,2387,11733,6216,10004,10821,10786,6426,10418,8537.9
"18010","VTI1B",5305,8300,6914,3687,8782,9450,7804,13896,3869,5188,7319.5
"18011","VTN",7413,13064,NA,6462,1119,4935,15774,17941,NA,5745,9056.625
"18012","VWA1",15959,12261,5279,16479,7186,17992,12324,3168,NA,13337,11553.8888888889
"18013","VWA2",564,3634,NA,7215,1822,5869,NA,430,NA,204,2819.71428571429
"18014","VWA3A",2654,3344,NA,764,3488,2010,NA,3664,NA,NA,2654
"18015","VWA3B",2753,1882,NA,2633,1702,3539,674,2534,NA,6268,2748.125
"18016","VWA5A",16540,17011,13397,9634,7484,18082,15950,17964,12146,13903,14211.1
"18017","VWA5B1",310,1178,NA,912,1561,5398,NA,16570,NA,4862,4398.71428571429
"18018","VWA5B2",NA,3285,NA,1712,NA,9975,NA,1769,NA,792,3506.6
"18019","VWA7",3453,5114,NA,8679,2370,9238,2008,6992,NA,11787,6205.125
"18020","VWA8",13789,4201,193,11925,NA,15133,5666,6367,4072,3228,7174.88888888889
"18021","VWC2",13009,13833,NA,613,3552,13892,NA,2115,NA,NA,7835.66666666667
"18022","VWC2L",NA,NA,NA,347,NA,2492,NA,2594,NA,NA,1811
"18023","VWCE",5346,6040,1907,3494,979,13747,9023,4028,NA,NA,5570.5
"18024","VWDE",3369,16227,3832,9445,2636,7416,3723,5052,372,12021,6409.3
"18025","VWF",16646,16972,11721,18008,4645,18179,15002,10958,NA,14018,14016.5555555556
"18026","WAC",6882,10364,4567,13108,8983,5075,5261,5372,3513,3303,6642.8
"18027","WARS",15776,16141,11133,17330,15269,16987,15344,16339,11969,13633,14992.1
"18028","WARS2",191,12222,6873,15817,NA,5263,4402,13538,8575,10789,8630
"18029","WAS",4870,4422,7527,11488,7984,14850,5298,14899,2218,11806,8536.2
"18030","WASF1",5334,10100,6742,5025,11435,7522,8356,17835,261,3094,7570.4
"18031","WASF2",10863,8758,3865,9344,6857,12854,10039,10797,7294,6336,8700.7
"18032","WASF3",6101,4738,3440,8954,6290,13341,3669,13804,NA,1628,6885
"18033","WASL",13302,11193,1167,12999,10198,15267,8649,13531,6590,7811,10070.7
"18034","WBP1",10995,9752,253,2408,9951,581,6902,10463,5043,5293,6164.1
"18035","WBP11",7014,6439,5391,4991,3796,7223,6289,9994,3257,4305,5869.9
"18036","WBP1L",12794,14378,9488,6843,6641,11667,4793,7572,8778,7307,9026.1
"18037","WBP2",3951,6697,9121,5340,8909,15096,4545,14150,1240,4685,7373.4
"18038","WBP2NL",7251,821,2113,9772,10099,1080,5008,4858,6777,1386,4916.5
"18039","WBP4",15114,12637,2897,1388,8020,9140,7850,10505,6262,1148,7496.1
"18040","WBSCR17",454,1283,NA,1921,847,NA,NA,2185,NA,950,1273.33333333333
"18041","WBSCR22",9065,8126,1020,6252,10039,NA,10421,5283,6950,8040,7244
"18042","WBSCR27",5011,6384,603,8151,4452,NA,4688,12226,1767,7392,5630.44444444444
"18043","WBSCR28",1554,NA,NA,870,NA,NA,358,754,NA,NA,884
"18044","WDFY1",9280,7474,6002,6782,13435,14125,5248,6682,4405,8117,8155
"18045","WDFY2",5546,9857,10454,13300,10501,10068,14031,14731,6661,11912,10706.1
"18046","WDFY3",13889,5393,12660,10350,14752,16037,12239,11914,9968,12554,11975.6
"18047","WDFY4",16377,11391,13105,17465,15572,17839,15940,17945,11621,13364,15061.9
"18048","WDHD1",5789,5493,4089,893,1445,4976,4592,13067,1079,12125,5354.8
"18049","WDPCP",6063,12169,6442,16769,9020,7376,7456,4565,7398,9670,8692.8
"18050","WDR1",4151,3794,513,3936,4355,2047,140,4944,529,489,2489.8
"18051","WDR11",14348,5128,6586,14699,11842,8852,9279,13959,6885,8032,9961
"18052","WDR12",5943,15551,9521,7740,5100,3112,14091,6442,5556,4883,7793.9
"18053","WDR13",12188,9039,6529,15260,14306,14922,12732,9128,9393,9199,11269.6
"18054","WDR17",3687,4716,6233,7503,6370,8255,1605,3646,NA,8474,5609.88888888889
"18055","WDR18",5106,16072,3859,8567,8980,17641,2893,7822,4688,6314,8194.2
"18056","WDR19",10088,11464,7498,10297,9659,7754,9499,5988,4978,8709,8593.4
"18057","WDR20",3769,14631,204,11780,7307,8295,163,9552,4379,7940,6802
"18058","WDR24",9381,6188,8443,14133,5948,1895,8181,3384,2164,7383,6710
"18059","WDR25",4637,15764,6530,13834,14297,1453,5812,16219,1903,3135,8358.4
"18060","WDR26",8611,12560,6032,7121,4987,3302,4447,9574,4370,6073,6707.7
"18061","WDR27",12018,6531,6587,15627,7893,10631,9180,10343,6360,8257,9342.7
"18062","WDR3",10877,5442,8860,12024,8141,12651,4263,4958,10363,11649,8922.8
"18063","WDR31",7400,2036,3441,8228,4241,17397,3097,1991,NA,1592,5491.44444444444
"18064","WDR33",6355,10490,9623,12889,6217,9559,4328,14032,2153,8718,8436.4
"18065","WDR34",11898,16005,7499,16218,11861,14537,14229,18115,9538,8816,12871.6
"18066","WDR35",7708,6534,7981,8535,11012,12883,7999,11354,3665,2563,8023.4
"18067","WDR36",12470,10268,3326,4181,4389,7489,2172,11514,8225,10787,7482.1
"18068","WDR37",13750,6341,4978,10935,7170,4405,10996,10891,6097,9057,8462
"18069","WDR38",3833,1248,NA,564,1289,2635,NA,3656,NA,NA,2204.16666666667
"18070","WDR4",7274,11632,11589,10603,8873,9951,9582,12910,4620,11671,9870.5
"18071","WDR41",15892,14558,12056,14533,13688,15575,13695,15221,10778,12086,13808.2
"18072","WDR43",12307,13851,7453,11749,10459,10836,8876,15270,4530,6187,10151.8
"18073","WDR44",1067,10194,9484,13747,4191,8955,6928,5637,5200,1759,6716.2
"18074","WDR45",13304,15686,9632,8526,11905,17363,13669,12326,9728,11267,12340.6
"18075","WDR45B",11246,6345,9686,7615,7610,15919,2799,5575,6331,4627,7775.3
"18076","WDR46",4869,9898,3692,15211,9810,9141,6282,3227,5404,11983,7951.7
"18077","WDR47",4329,13920,5865,12104,8688,11882,6059,8532,2096,7483,8095.8
"18078","WDR48",1859,3893,3423,6578,11436,17046,4518,12727,2031,4234,6774.5
"18079","WDR49",2130,3257,NA,385,2856,13950,3888,4007,NA,NA,4353.28571428571
"18080","WDR5",14271,7758,9352,11331,7500,12162,4575,7082,6239,11275,9154.5
"18081","WDR53",10182,13568,9687,15709,9863,9528,5202,15581,4719,3703,9774.2
"18082","WDR54",10380,11114,3376,1236,12436,6708,8726,7701,6059,4183,7191.9
"18083","WDR55",1201,6917,2536,6764,5235,4845,3283,8432,8063,5976,5325.2
"18084","WDR59",7160,6212,6823,9575,7336,8853,9249,16505,1531,7901,8114.5
"18085","WDR5B",9430,8545,6874,10250,15523,8256,9406,7668,7262,6510,8972.4
"18086","WDR6",5478,8105,7294,4362,10289,5766,7915,7842,8491,4525,7006.7
"18087","WDR60",12597,8978,7904,12893,9660,10257,9603,8775,5032,11251,9695
"18088","WDR61",3738,4073,7587,3400,5236,8160,4062,12745,275,7771,5704.7
"18089","WDR62",5591,6297,1885,8280,10662,8980,9047,9072,2191,1955,6396
"18090","WDR63",5211,12696,NA,15328,8054,8257,6222,17854,8769,1470,9317.88888888889
"18091","WDR64",3633,2112,NA,8142,3595,3404,3628,9664,706,NA,4360.5
"18092","WDR66",8113,8987,2917,5168,5486,12220,10392,1925,1774,4796,6177.8
"18093","WDR7",197,3534,10352,10025,10732,8258,3520,17463,7236,1563,7288
"18094","WDR70",7616,14819,4250,9480,9432,10438,258,7218,4603,8166,7628
"18095","WDR72",8093,4755,NA,1663,848,4936,3118,8829,NA,1708,4243.75
"18096","WDR73",6733,13179,10209,8106,5579,8854,10466,5956,2722,8335,8013.9
"18097","WDR74",11836,13875,12268,16310,10883,15576,15233,13861,10624,12267,13273.3
"18098","WDR75",9580,13744,8110,14973,11123,6883,9655,16651,5966,7389,10407.4
"18099","WDR76",1640,10649,143,9280,4593,4846,6477,17508,6677,1182,6299.5
"18100","WDR77",11660,14727,1707,8510,6470,8161,14553,15306,6480,4314,9188.8
"18101","WDR78",6897,15904,1726,12000,2865,6789,3074,3600,834,4816,5850.5
"18102","WDR81",11272,13259,11094,11087,NA,13616,9353,7818,8066,6342,10211.8888888889
"18103","WDR82",4393,12647,4267,13022,7410,5399,3839,7306,2942,5604,6682.9
"18104","WDR83",6056,13750,5156,13461,8177,15061,5903,3564,2943,9937,8400.8
"18105","WDR83OS",4766,6426,850,5580,5411,14373,2085,6466,7452,1565,5497.4
"18106","WDR86",7396,8287,4680,3397,4646,6033,12573,13813,1332,NA,6906.33333333333
"18107","WDR87",2328,823,NA,2304,6194,6300,7453,9349,NA,NA,4964.42857142857
"18108","WDR88",NA,3467,NA,6702,1431,2238,450,17730,NA,NA,5336.33333333333
"18109","WDR89",6833,7053,6159,12370,6471,9502,8260,15178,8178,2189,8219.3
"18110","WDR90",7506,4878,7153,9577,15127,9898,8369,6096,971,9161,7873.6
"18111","WDR91",8641,6823,6743,6399,3881,13393,12056,13690,9165,11903,9269.4
"18112","WDR92",9138,7936,5589,14892,12012,744,8199,7995,5153,5898,7755.6
"18113","WDR93",7505,1193,NA,1209,4732,9414,2377,12075,NA,NA,5500.71428571429
"18114","WDSUB1",11009,12952,12269,16899,12752,10439,13841,6587,7517,4163,10842.8
"18115","WDTC1",7852,61,2388,6429,6332,17733,2087,10360,10365,11431,7503.8
"18116","WDYHV1",9072,10337,1823,9692,6195,8053,10240,11153,4084,7727,7837.6
"18117","WEE1",11057,8065,11658,14544,10572,16534,12991,11508,2585,8695,10820.9
"18118","WEE2",1283,3048,NA,1184,2162,2859,NA,3523,NA,NA,2343.16666666667
"18119","WFDC1",9309,2500,NA,4492,5025,10996,3441,667,NA,853,4660.375
"18120","WFDC10A",NA,NA,NA,6489,NA,9015,NA,15525,NA,NA,10343
"18121","WFDC10B",2812,136,NA,8718,NA,362,NA,NA,303,NA,2466.2
"18122","WFDC11",1469,1903,NA,2736,NA,1197,NA,2081,NA,8178,2927.33333333333
"18123","WFDC12",NA,2565,NA,6197,NA,725,NA,NA,NA,5422,3727.25
"18124","WFDC13",NA,619,NA,3567,NA,1776,NA,NA,NA,NA,1987.33333333333
"18125","WFDC2",15885,826,12306,4538,2371,15378,12811,3077,3108,1627,7192.7
"18126","WFDC3",8200,1528,NA,5264,2857,4057,2158,2897,NA,NA,3851.57142857143
"18127","WFDC5",NA,2121,NA,4103,NA,12272,NA,4055,NA,NA,5637.75
"18128","WFDC6",1047,599,NA,1972,NA,1896,NA,2221,NA,NA,1547
"18129","WFDC8",NA,2709,NA,15236,NA,5400,NA,1396,NA,NA,6185.25
"18130","WFDC9",NA,NA,NA,492,NA,570,NA,9763,NA,NA,3608.33333333333
"18131","WFIKKN1",6627,6234,NA,7984,3300,9016,1937,3071,NA,NA,5452.71428571429
"18132","WFIKKN2",NA,NA,NA,4573,NA,10997,NA,1879,NA,NA,5816.33333333333
"18133","WFS1",14489,15968,10156,16778,14715,14044,14290,17282,10194,11079,13899.5
"18134","WHAMM",7302,8263,5234,12967,9952,13353,10755,13935,9347,4093,9520.1
"18135","WIF1",2901,869,NA,762,1562,5034,2969,1462,NA,NA,2222.71428571429
"18136","WIPF1",7135,11241,2952,13450,6137,6960,8973,5919,5104,5746,7361.7
"18137","WIPF2",4973,6903,4121,8898,5181,13838,2553,7828,1494,6084,6187.3
"18138","WIPF3",12714,16861,11878,15448,10002,12137,13399,11009,NA,10944,12710.2222222222
"18139","WIPI1",14468,14091,10824,16141,14018,14671,14837,16945,11158,12444,13959.7
"18140","WIPI2",10778,6706,3016,9550,7224,3957,7547,9126,6702,5182,6978.8
"18141","WISP1",1135,6374,NA,14019,NA,6360,755,2197,NA,4334,5024.85714285714
"18142","WISP2",4931,5230,7358,4715,5901,5264,442,964,NA,1409,4023.77777777778
"18143","WISP3",3506,NA,NA,5625,9433,2048,NA,1230,NA,1590,3905.33333333333
"18144","WIZ",8307,6935,11225,6455,13119,9503,6154,3476,4901,2426,7250.1
"18145","WLS",15004,15062,12869,16777,12796,16632,11261,15666,7111,10256,13343.4
"18146","WNK1",5094,9188,649,5777,3194,4406,6988,3382,1506,8104,4828.8
"18147","WNK2",6423,444,6744,993,5713,8446,3565,2558,NA,4954,4426.66666666667
"18148","WNK3",13011,8072,3345,3877,2057,15876,9139,6865,NA,NA,7780.25
"18149","WNK4",1610,663,505,1404,7718,9753,1200,5418,NA,13030,4589
"18150","WNT1",NA,6420,NA,13047,1290,5265,NA,12629,NA,8655,7884.33333333333
"18151","WNT10A",9026,7202,6478,4026,13914,10639,14394,15903,9740,5241,9656.3
"18152","WNT10B",5142,7942,11705,15764,6809,7136,6473,7573,333,4893,7377
"18153","WNT11",4040,13103,851,1267,849,9415,2474,1708,NA,NA,4213.375
"18154","WNT16",11311,2621,NA,13208,12783,3261,12668,16392,NA,NA,10320.5714285714
"18155","WNT2",1282,1297,254,782,393,2740,8095,4110,NA,85,2115.33333333333
"18156","WNT2B",12820,9712,7982,5362,12506,9909,8086,16050,868,6438,8973.3
